,place_resid,stateco_resid,placename_resid,place_work,stateco_work,placename_work,county_resid,county_work,FLOW_FLAG,total00,yr00_total,yr00_dralone,yr00_carpool2,yr00_carpool3,yr00_carpool4,yr00_carpool56,yr00_carpool7p,yr00_bus,yr00_trolley,yr00_subway,yr00_railroad,yr00_ferry,yr00_bicycle,yr00_walk,yr00_taxi,yr00_mcycle,yr00_other,yr00_athome,yr00_transit,yr00_carpool3p,yr00_totalnh,tt00_totalnh,tt00_dralone,tt00_carpool2,tt00_carpool3p,tt00_btransit,tt00_rtransit,tt00_other5,aggtime00,yr00_driver,yr00_vehocc,yr00_carpdriver,yr00_carpocc,commute_id
29643,50258,6055,Napa,53000,6001,Oakland,Napa,Alameda,Y,160.0,160.0,135.0,0.0,0.0,4.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,18.0,160.0,61.4,64.2,0.0,63.0,0.0,0.0,2.9,9880.0,140.0,1.12,4.0,4.92,502586055530006001
29832,50916,6001,Newark,53000,6001,Oakland,Alameda,Alameda,Y,810.0,810.0,645.0,70.0,0.0,35.0,0.0,0.0,15.0,4.0,35.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,35.0,810.0,34.5,33.2,30.2,20.0,102.7,50.0,0.0,28010.0,690.0,1.09,45.0,2.4,509166001530006001
29895,51140,6099,Newman,53000,6001,Oakland,Stanislaus,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,800.0,10.0,1.0,0.0,0.0,511406099530006001
29997,51182,6059,Newport Beach,53000,6001,Oakland,Orange,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,120.0,1440.0,0.0,0.0,0.0,0.0,511826059530006001
30368,51840,6081,North Fair Oaks,53000,6001,Oakland,San Mateo,Alameda,Y,25.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,25.0,34.0,35.9,0.0,0.0,30.0,0.0,0.0,850.0,15.0,1.0,0.0,0.0,518406081530006001
30428,51924,6067,North Highlands,53000,6001,Oakland,Sacramento,Alameda,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,330.0,10.0,1.0,0.0,0.0,519246067530006001
30694,52582,6041,Novato,53000,6001,Oakland,Marin,Alameda,Y,345.0,345.0,270.0,65.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,345.0,59.9,60.4,55.1,60.0,80.0,0.0,0.0,20560.0,300.0,1.11,30.0,2.03,525826041530006001
30828,52694,6099,Oakdale,53000,6001,Oakland,Stanislaus,Alameda,Y,35.0,35.0,10.0,10.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,35.0,74.5,60.0,90.0,90.0,30.0,0.0,0.0,2460.0,15.0,1.84,4.0,2.95,526946099530006001
30867,53000,6001,Oakland,00562,6001,Alameda,Alameda,Alameda,Y,3670.0,3670.0,2575.0,385.0,95.0,30.0,10.0,0.0,405.0,4.0,25.0,0.0,0.0,65.0,30.0,0.0,15.0,35.0,0.0,434.0,135.0,3670.0,23.6,20.1,23.3,39.3,39.8,25.4,25.7,86500.0,2810.0,1.1,235.0,2.23,530006001005626001
30868,53000,6001,Oakland,00618,6013,Alamo,Alameda,Contra Costa,Y,75.0,75.0,60.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,32.8,26.6,56.3,0.0,0.0,0.0,0.0,2495.0,70.0,1.12,10.0,2.0,530006001006186013
30869,53000,6001,Oakland,00674,6001,Albany,Alameda,Alameda,Y,550.0,550.0,405.0,70.0,4.0,0.0,0.0,0.0,10.0,0.0,30.0,0.0,0.0,10.0,10.0,0.0,0.0,15.0,0.0,40.0,4.0,550.0,24.8,22.7,22.5,36.7,75.6,43.8,22.4,13625.0,445.0,1.09,40.0,2.05,530006001006746001
30870,53000,6001,Oakland,00884,6037,Alhambra,Alameda,Los Angeles,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,55.0,0.0,550.0,0.0,0.0,0.0,0.0,530006001008846037
30871,53000,6001,Oakland,02252,6013,Antioch,Alameda,Contra Costa,Y,185.0,185.0,105.0,45.0,25.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,185.0,37.5,37.5,47.4,27.9,0.0,0.0,15.0,7010.0,140.0,1.32,30.0,2.41,530006001022526013
30872,53000,6001,Oakland,02378,6087,Aptos,Alameda,Santa Cruz,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,60.0,0.0,240.0,0.0,0.0,0.0,0.0,530006001023786087
30873,53000,6001,Oakland,02476,6023,Arcata,Alameda,Humboldt,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,10.0,0.0,0.0,0.0,0.0,530006001024766023
30874,53000,6001,Oakland,02553,6067,Arden-Arcade,Alameda,Sacramento,Y,15.0,15.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,102.9,110.0,99.1,0.0,0.0,0.0,0.0,1750.0,10.0,1.48,4.0,2.0,530006001025536067
30875,53000,6001,Oakland,02868,6079,Arroyo Grande,Alameda,San Luis Obispo,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,180.0,4.0,1.0,0.0,0.0,530006001028686079
30876,53000,6001,Oakland,02980,6001,Ashland,Alameda,Alameda,Y,350.0,350.0,235.0,65.0,0.0,0.0,4.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,35.0,4.0,350.0,27.8,24.7,27.0,45.0,51.0,0.0,15.0,9780.0,270.0,1.13,35.0,2.09,530006001029806001
30877,53000,6001,Oakland,03092,6081,Atherton,Alameda,San Mateo,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,45.0,0.0,0.0,0.0,135.0,4.0,3.0,4.0,3.0,530006001030926081
30878,53000,6001,Oakland,03526,6029,Bakersfield,Alameda,Kern,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,2600.0,15.0,1.0,0.0,0.0,530006001035266029
30879,53000,6001,Oakland,04415,6013,Bay Point,Alameda,Contra Costa,Y,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,99.1,99.1,0.0,0.0,0.0,0.0,0.0,2180.0,20.0,1.0,0.0,0.0,530006001044156013
30880,53000,6001,Oakland,05108,6081,Belmont,Alameda,San Mateo,Y,35.0,35.0,15.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,35.0,74.3,49.3,0.0,75.0,0.0,120.0,0.0,2525.0,20.0,1.39,4.0,3.0,530006001051086081
30881,53000,6001,Oakland,05290,6095,Benicia,Alameda,Solano,Y,140.0,140.0,80.0,30.0,30.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,140.0,48.2,34.0,75.7,57.8,0.0,0.0,0.0,6845.0,105.0,1.36,25.0,2.5,530006001052906095
30882,53000,6001,Oakland,06000,6001,Berkeley,Alameda,Alameda,Y,12515.0,12515.0,7375.0,1420.0,395.0,105.0,0.0,10.0,1580.0,4.0,375.0,20.0,0.0,755.0,315.0,15.0,90.0,60.0,0.0,1979.0,510.0,12515.0,26.0,21.7,21.9,30.2,44.8,45.3,24.1,325150.0,8245.0,1.13,865.0,2.22,530006001060006001
30883,53000,6001,Oakland,06933,6013,Blackhawk-Camino Tassajara,Alameda,Contra Costa,Y,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,38.7,38.7,0.0,0.0,0.0,0.0,0.0,890.0,25.0,1.0,0.0,0.0,530006001069336013
30884,53000,6001,Oakland,07652,6087,Boulder Creek,Alameda,Santa Cruz,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,45.0,0.0,0.0,405.0,0.0,0.0,0.0,0.0,530006001076526087
30885,53000,6001,Oakland,08142,6013,Brentwood,Alameda,Contra Costa,Y,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,15.0,31.5,36.5,0.0,0.0,15.0,0.0,0.0,535.0,15.0,1.0,0.0,0.0,530006001081426013
30886,53000,6001,Oakland,08310,6081,Brisbane,Alameda,San Mateo,Y,180.0,180.0,95.0,4.0,60.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,60.0,180.0,55.8,61.6,35.0,52.4,0.0,90.0,18.8,10160.0,120.0,1.36,25.0,2.89,530006001083106081
30887,53000,6001,Oakland,08758,6083,Buellton,Alameda,Santa Barbara,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,150.0,4.0,1.0,0.0,0.0,530006001087586083
30888,53000,6001,Oakland,08954,6037,Burbank,Alameda,Los Angeles,Y,25.0,25.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,25.0,83.6,20.0,60.0,0.0,0.0,0.0,150.0,2090.0,10.0,1.17,4.0,2.0,530006001089546037
30889,53000,6001,Oakland,08968,6085,Burbank,Alameda,Santa Clara,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,450.0,10.0,2.0,10.0,2.0,530006001089686085
30890,53000,6001,Oakland,09066,6081,Burlingame,Alameda,San Mateo,Y,455.0,455.0,305.0,80.0,15.0,15.0,0.0,0.0,0.0,0.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,24.0,30.0,455.0,57.1,58.1,55.1,54.7,0.0,59.3,40.0,25920.0,355.0,1.18,50.0,2.26,530006001090666081
30891,53000,6001,Oakland,10088,6085,Cambrian Park,Alameda,Santa Clara,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,585.0,15.0,1.0,0.0,0.0,530006001100886085
30892,53000,6001,Oakland,10345,6085,Campbell,Alameda,Santa Clara,Y,60.0,60.0,35.0,10.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,48.1,52.7,5.0,60.0,0.0,0.0,0.0,2985.0,45.0,1.4,10.0,2.6,530006001103456085
30893,53000,6001,Oakland,11040,6087,Capitola,Alameda,Santa Cruz,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,45.0,0.0,0.0,225.0,0.0,0.0,0.0,0.0,530006001110406087
30894,53000,6001,Oakland,11446,6083,Carpinteria,Alameda,Santa Barbara,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,0.0,0.0,0.0,0.0,530006001114466083
30895,53000,6001,Oakland,11964,6001,Castro Valley,Alameda,Alameda,Y,1245.0,1245.0,985.0,100.0,70.0,0.0,15.0,0.0,10.0,0.0,15.0,4.0,0.0,0.0,15.0,4.0,0.0,25.0,0.0,29.0,85.0,1245.0,24.9,22.2,21.7,41.7,50.5,45.0,46.3,30955.0,1065.0,1.1,75.0,2.43,530006001119646001
30896,53000,6001,Oakland,12552,6037,Cerritos,Alameda,Los Angeles,N,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.7,30.0,20.0,0.0,0.0,0.0,0.0,360.0,10.0,1.27,4.0,2.0,530006001125526037
30897,53000,6001,Oakland,12902,6001,Cherryland,Alameda,Alameda,Y,110.0,110.0,105.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,21.8,22.3,15.0,0.0,0.0,0.0,0.0,2440.0,110.0,1.04,4.0,2.0,530006001129026001
30898,53000,6001,Oakland,13882,6013,Clayton,Alameda,Contra Costa,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,180.0,4.0,1.0,0.0,0.0,530006001138826013
30899,53000,6001,Oakland,14274,6019,Coalinga,Alameda,Fresno,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,1.0,0.0,0.0,530006001142746019
30900,53000,6001,Oakland,16000,6013,Concord,Alameda,Contra Costa,Y,1140.0,1140.0,875.0,100.0,20.0,15.0,15.0,0.0,15.0,0.0,60.0,4.0,0.0,0.0,10.0,0.0,10.0,15.0,0.0,79.0,50.0,1140.0,34.9,31.8,48.6,34.9,92.1,41.8,32.4,39755.0,940.0,1.09,65.0,2.38,530006001160006013
30901,53000,6001,Oakland,16350,6065,Corona,Alameda,Riverside,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,105.0,4.0,1.0,0.0,0.0,530006001163506065
30902,53000,6001,Oakland,16462,6041,Corte Madera,Alameda,Marin,Y,95.0,95.0,80.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,37.0,38.1,30.0,0.0,0.0,0.0,0.0,3440.0,85.0,1.08,4.0,2.0,530006001164626041
30903,53000,6001,Oakland,17274,6013,Crockett,Alameda,Contra Costa,Y,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,35.2,35.2,0.0,0.0,0.0,0.0,0.0,810.0,25.0,1.0,0.0,0.0,530006001172746013
30904,53000,6001,Oakland,17610,6085,Cupertino,Alameda,Santa Clara,Y,85.0,85.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,85.0,73.5,76.4,60.0,0.0,0.0,0.0,60.0,6245.0,75.0,1.06,4.0,2.0,530006001176106085
30905,53000,6001,Oakland,17918,6081,Daly City,Alameda,San Mateo,Y,175.0,175.0,85.0,4.0,25.0,0.0,0.0,0.0,10.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,45.0,25.0,175.0,41.5,40.6,30.0,40.0,40.0,43.2,50.0,7260.0,95.0,1.2,10.0,2.73,530006001179186081
30906,53000,6001,Oakland,17988,6013,Danville,Alameda,Contra Costa,Y,295.0,295.0,220.0,35.0,10.0,10.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,35.0,295.0,43.4,43.6,45.4,40.1,0.0,45.0,0.0,12795.0,245.0,1.18,25.0,2.69,530006001179886013
30907,53000,6001,Oakland,18100,6113,Davis,Alameda,Yolo,Y,30.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,30.0,76.0,67.2,0.0,0.0,0.0,110.0,0.0,2205.0,25.0,1.0,0.0,0.0,530006001181006113
30908,53000,6001,Oakland,19339,6013,Discovery Bay,Alameda,Contra Costa,Y,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.1,27.1,0.0,0.0,0.0,0.0,0.0,650.0,25.0,1.0,0.0,0.0,530006001193396013
30909,53000,6001,Oakland,19402,6095,Dixon,Alameda,Solano,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,360.0,10.0,1.0,0.0,0.0,530006001194026095
30910,53000,6001,Oakland,20018,6001,Dublin,Alameda,Alameda,Y,890.0,890.0,580.0,135.0,20.0,4.0,4.0,0.0,30.0,0.0,55.0,0.0,0.0,4.0,30.0,0.0,10.0,20.0,0.0,85.0,28.0,890.0,32.4,33.4,28.7,25.5,53.0,38.1,18.8,28780.0,655.0,1.13,75.0,2.16,530006001200186001
30911,53000,6001,Oakland,20956,6081,East Palo Alto,Alameda,San Mateo,Y,40.0,40.0,15.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,40.0,50.9,60.0,45.0,30.0,0.0,60.0,0.0,1935.0,20.0,1.44,4.0,2.34,530006001209566081
30912,53000,6001,Oakland,21796,6013,El Cerrito,Alameda,Contra Costa,Y,405.0,405.0,280.0,60.0,0.0,15.0,4.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,19.0,405.0,27.4,24.8,29.2,48.9,37.9,27.9,30.0,11060.0,315.0,1.14,35.0,2.28,530006001217966013
30913,53000,6001,Oakland,21936,6081,El Granada,Alameda,San Mateo,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,60.0,0.0,0.0,0.0,0.0,240.0,4.0,2.0,4.0,2.0,530006001219366081
30914,53000,6001,Oakland,22412,6037,El Segundo,Alameda,Los Angeles,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,60.0,660.0,0.0,0.0,0.0,0.0,530006001224126037
30915,53000,6001,Oakland,22454,6013,El Sobrante,Alameda,Contra Costa,Y,65.0,65.0,60.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,28.2,28.7,25.0,0.0,0.0,0.0,0.0,1890.0,65.0,1.07,4.0,2.0,530006001224546013
30916,53000,6001,Oakland,22594,6001,Emeryville,Alameda,Alameda,Y,3730.0,3730.0,2620.0,345.0,115.0,20.0,0.0,35.0,280.0,15.0,70.0,0.0,0.0,60.0,130.0,15.0,15.0,10.0,0.0,365.0,170.0,3730.0,20.6,16.9,21.3,30.5,40.3,36.6,24.6,76910.0,2845.0,1.1,225.0,2.34,530006001225946001
30917,53000,6001,Oakland,23168,6041,Fairfax,Alameda,Marin,N,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,60.0,30.0,0.0,0.0,0.0,0.0,900.0,15.0,1.2,4.0,2.0,530006001231686041
30918,53000,6001,Oakland,23182,6095,Fairfield,Alameda,Solano,Y,140.0,140.0,100.0,10.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,140.0,48.8,49.4,30.0,51.9,0.0,0.0,50.0,6780.0,110.0,1.18,10.0,2.67,530006001231826095
30919,53000,6001,Oakland,23294,6067,Fair Oaks,Alameda,Sacramento,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,70.0,10.0,1.0,0.0,0.0,530006001232946067
30920,53000,6001,Oakland,23350,6001,Fairview,Alameda,Alameda,Y,65.0,65.0,25.0,25.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,65.0,26.2,12.3,26.5,15.0,75.0,0.0,0.0,1675.0,40.0,1.44,15.0,2.13,530006001233506001
30921,53000,6001,Oakland,24638,6067,Folsom,Alameda,Sacramento,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,2.2,20.0,0.0,0.0,0.0,0.0,530006001246386067
30922,53000,6001,Oakland,24960,6097,Forestville,Alameda,Sonoma,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,22.5,0.0,0.0,0.0,0.0,0.0,225.0,10.0,1.0,0.0,0.0,530006001249606097
30923,53000,6001,Oakland,25338,6081,Foster City,Alameda,San Mateo,Y,290.0,290.0,200.0,40.0,15.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,20.0,15.0,290.0,54.9,57.2,37.7,55.0,60.0,90.0,45.0,15990.0,230.0,1.14,25.0,2.21,530006001253386081
30924,53000,6001,Oakland,26000,6001,Fremont,Alameda,Alameda,Y,4140.0,4140.0,2725.0,665.0,190.0,65.0,10.0,0.0,105.0,4.0,145.0,10.0,0.0,30.0,125.0,4.0,4.0,60.0,0.0,264.0,265.0,4140.0,33.3,32.7,35.3,28.5,46.2,54.9,19.1,137940.0,3135.0,1.16,410.0,2.25,530006001260006001
30925,53000,6001,Oakland,26028,6077,French Camp,Alameda,San Joaquin,N,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,45.0,0.0,0.0,0.0,0.0,450.0,4.0,2.0,4.0,2.0,530006001260286077
30926,53000,6001,Oakland,27000,6019,Fresno,Alameda,Fresno,Y,40.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,69.0,69.0,0.0,0.0,0.0,0.0,0.0,2690.0,40.0,1.0,0.0,0.0,530006001270006019
30927,53000,6001,Oakland,29504,6085,Gilroy,Alameda,Santa Clara,Y,25.0,25.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,25.0,38.0,0.0,60.0,0.0,0.0,0.0,10.0,950.0,4.0,2.0,4.0,2.0,530006001295046085
30928,53000,6001,Oakland,31596,6037,Hacienda Heights,Alameda,Los Angeles,N,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,200.0,4.0,3.0,4.0,3.0,530006001315966037
30929,53000,6001,Oakland,31708,6081,Half Moon Bay,Alameda,San Mateo,Y,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.9,33.9,0.0,0.0,0.0,0.0,0.0,745.0,20.0,1.0,0.0,0.0,530006001317086081
30930,53000,6001,Oakland,33000,6001,Hayward,Alameda,Alameda,Y,6545.0,6545.0,4625.0,830.0,315.0,125.0,10.0,15.0,335.0,10.0,110.0,20.0,0.0,4.0,40.0,4.0,10.0,85.0,0.0,475.0,465.0,6545.0,32.8,30.2,30.1,37.3,59.9,60.1,26.2,214540.0,5180.0,1.14,555.0,2.33,530006001330006001
30931,53000,6001,Oakland,33308,6013,Hercules,Alameda,Contra Costa,Y,95.0,95.0,80.0,10.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,95.0,40.6,35.3,30.0,0.0,129.2,0.0,0.0,3860.0,85.0,1.06,4.0,2.0,530006001333086013
30932,53000,6001,Oakland,33633,6081,Highlands-Baywood Park,Alameda,San Mateo,Y,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,110.4,110.4,0.0,0.0,0.0,0.0,0.0,2760.0,25.0,1.0,0.0,0.0,530006001336336081
